,index,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,nomprov,ind_actividad_cliente,renta,segmento,month_id_x,month_next_id_x,month_id_y,month_next_id_y,variable,value
1661578,1203194,2015-02-28,1133715,N,ES,V,48,2013-05-10, 0,26.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,TOLEDO,1.0,79773.78,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1661650,1195351,2015-02-28,1121847,N,ES,H,43,2013-02-15, 0,29.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,126561.27,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1661689,714739,2015-02-28,769875,N,ES,V,46,2008-05-26, 0,86.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAA,N,BARCELONA,1.0,38596.74,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1661728,1175346,2015-02-28,1092539,N,ES,H,34,2012-10-30, 0,33.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,129544.29,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1661762,871828,2015-02-28,363833,N,ES,V,46,2002-06-24, 0,157.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,"BALEARS, ILLES",1.0,119365.26,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1661837,662405,2015-02-28,595309,N,ES,V,24,2006-02-03, 0,113.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,"BALEARS, ILLES",1.0,83986.77,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1661843,1132264,2015-02-28,995415,N,ES,H,26,2011-12-16, 0,43.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,123985.17,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1661935,1107930,2015-02-28,962397,N,ES,H,29,2011-10-14, 0,45.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KHE,N,MADRID,1.0,36287.67,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1662018,864454,2015-02-28,355949,N,ES,H,48,2002-04-29, 0,136.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFA,N,MADRID,1.0,91705.59,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662049,702457,2015-02-28,477698,N,ES,H,22,2004-06-03, 0,133.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALMERIA,1.0,101777.58,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1662059,873406,2015-02-28,327729,N,ES,H,60,2002-04-09, 0,161.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,152642.16,01 - TOP,2,3,2,3,ind_recibo_ult1,Added
1662147,1172959,2015-02-28,940284,N,ES,V,24,2011-09-08, 0,46.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,SEVILLA,1.0,82016.37,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1662187,1026167,2015-02-28,1343893,N,ES,V,24,2014-10-29, 0,9.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,MURCIA,1.0,214149.15,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1662228,877849,2015-02-28,342402,N,ES,V,50,2002-03-14, 0,160.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAE,N,VALENCIA,1.0,38433.0,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662281,944975,2015-02-28,1205511,N,ES,H,27,2013-10-23, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MURCIA,1.0,85005.78,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1662317,776286,2015-02-28,688709,N,ES,V,37,2007-04-29, 0,99.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ZARAGOZA,1.0,105396.03,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662365,762022,2015-02-28,643458,N,ES,H,80,2006-09-23, 0,106.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ZARAGOZA,1.0,91167.3,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662408,730777,2015-02-28,884506,N,ES,H,35,2010-06-28, 0,61.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEVILLA,1.0,220416.09,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662413,1213084,2015-02-28,1111532,N,ES,V,51,2012-12-10, 0,31.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ZARAGOZA,1.0,106473.84,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662416,663818,2015-02-28,589932,N,ES,V,37,2006-01-06, 0,114.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEVILLA,1.0,59157.18,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662455,1193423,2015-02-28,1082808,N,ES,V,27,2012-10-17, 0,33.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,ALMERIA,1.0,101777.58,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1662511,1072537,2015-02-28,1262331,N,ES,V,34,2014-06-09, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,91515.09,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662544,790234,2015-02-28,165057,N,ES,V,58,2000-03-07, 0,110.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BIZKAIA,1.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662562,903124,2015-02-28,250930,N,ES,V,91,2001-06-04, 0,169.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,0.0,86255.52,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662614,901349,2015-02-28,388678,N,ES,H,40,2002-10-31, 0,153.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,67917.45,01 - TOP,2,3,2,3,ind_recibo_ult1,Dropped
1662621,900872,2015-02-28,388300,N,ES,H,47,2002-10-29, 0,153.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,162810.18,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662667,910439,2015-02-28,257238,N,ES,H,46,2002-05-28, 0,158.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,133711.74,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662693,906714,2015-02-28,246186,N,ES,H,45,2001-05-14, 0,64.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,193033.65,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662696,919218,2015-02-28,240737,N,ES,H,41,2001-04-17, 0,171.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,83262.15,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662713,1015376,2015-02-28,1176144,N,ES,H,25,2013-09-16, 0,22.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,MURCIA,0.0,101777.58,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1662724,920146,2015-02-28,230019,N,ES,H,51,2001-03-19, 0,148.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,169506.84,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662757,1123954,2015-02-28,1018511,N,ES,V,48,2012-06-04, 0,10.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALMERIA,1.0,109048.38,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662847,836870,2015-02-28,20744,N,ES,V,58,2001-05-10, 0,170.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KES,N,MADRID,1.0,266400.09,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662895,804444,2015-02-28,198029,N,ES,V,42,2000-10-17, 0,177.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BURGOS,1.0,52974.36,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662931,738096,2015-02-28,830398,N,ES,V,56,2009-01-30, 0,78.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BIZKAIA,1.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662945,846101,2015-02-28,94134,N,ES,V,48,2012-07-23, 0,213.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,250574.43,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662967,1072696,2015-02-28,1263204,N,ES,V,44,2014-06-12, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BIZKAIA,1.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662968,857032,2015-02-28,73785,N,ES,V,45,1997-10-15, 0,213.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,202375.59,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1662970,856842,2015-02-28,76146,N,ES,V,67,1997-11-12, 0,212.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,394716.03,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662986,760840,2015-02-28,652817,N,ES,V,41,2006-10-31, 0,105.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BURGOS,1.0,56245.47,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662991,848485,2015-02-28,112489,N,ES,V,44,1998-12-17, 0,169.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,128976.75,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1662998,848170,2015-02-28,114691,N,ES,V,52,1998-12-11, 0,199.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,138416.49,01 - TOP,2,3,2,3,ind_recibo_ult1,Added
1663071,854939,2015-02-28,80275,N,ES,H,47,1997-12-30, 0,71.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,211097.7,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663108,1163037,2015-02-28,953242,N,ES,V,23,2011-10-03, 0,45.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,134896.83,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1663169,987731,2015-02-28,1163400,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,2,3,2,3,ind_recibo_ult1,Dropped
1663187,894082,2015-02-28,381184,N,ES,H,41,2002-09-12, 0,154.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MALAGA,1.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663190,1195982,2015-02-28,1125734,N,ES,V,41,2013-03-26, 1,3.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,VALENCIA,1.0,63092.43,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663223,1076042,2015-02-28,1269719,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,2,3,2,3,ind_recibo_ult1,Dropped
1663233,937077,2015-02-28,291264,N,ES,V,66,2001-11-06, 0,164.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MALAGA,1.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663280,1113134,2015-02-28,971234,N,ES,H,24,2011-10-31, 0,45.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,ZAMORA,1.0,59079.72,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1663327,685810,2015-02-28,493531,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,2,3,2,3,ind_recibo_ult1,Added
1663366,716169,2015-02-28,774215,N,ES,V,55,2008-06-18, 0,85.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALBACETE,1.0,124158.3,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663376,749183,2015-02-28,680673,N,ES,V,43,2007-03-05, 0,100.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,TARRAGONA,0.0,72560.85,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663385,1214452,2015-02-28,1038187,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,2,3,2,3,ind_recibo_ult1,Added
1663412,1146851,2015-02-28,894454,N,ES,H,59,2010-10-18, 0,57.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663442,959517,2015-02-28,1198340,N,ES,H,22,2013-10-14, 0,21.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,VALLADOLID,0.0,141014.94,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1663468,1154834,2015-02-28,909159,N,ES,V,32,2011-03-31, 0,52.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,TARRAGONA,1.0,74020.05,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1663538,919919,2015-02-28,232009,N,ES,H,52,2001-03-23, 0,172.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MALAGA,1.0,90189.57,01 - TOP,2,3,2,3,ind_recibo_ult1,Added
1663556,957439,2015-02-28,1204094,N,ES,H,24,2013-10-21, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,VALLADOLID,1.0,126545.07,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1663618,1241600,2015-02-28,1067738,N,ES,V,27,2012-09-26, 0,34.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,SEVILLA,1.0,352918.56,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Added
1663644,684466,2015-02-28,433749,N,ES,V,43,2003-09-04, 0,142.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEVILLA,1.0,101163.36,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663657,975303,2015-02-28,1222566,N,ES,H,83,2013-11-20, 0,20.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALICANTE,1.0,99688.41,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663667,748219,2015-02-28,662457,N,ES,V,55,2006-12-12, 0,103.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,129461.43,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663684,684746,2015-02-28,494142,N,ES,V,38,2004-10-05, 0,129.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,1.0,94781.19,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Dropped
1663710,803084,2015-02-28,133234,N,ES,V,53,1999-06-01, 0,194.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MALAGA,1.0,116496.99,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663727,739266,2015-02-28,850458,N,ES,V,32,2009-08-26, 0,71.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEVILLA,1.0,59226.24,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663750,1226513,2015-02-28,1022645,N,ES,V,34,2012-07-09, 0,36.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,136151.73,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1663808,1069732,2015-02-28,1268951,N,ES,H,29,2014-07-14, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,VALLADOLID,1.0,51803.43,03 - UNIVERSITARIO,2,3,2,3,ind_recibo_ult1,Dropped
1663902,1070991,2015-02-28,1261432,N,ES,H,46,2014-06-03, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,62454.21,02 - PARTICULARES,2,3,2,3,ind_recibo_ult1,Added
1664033,1297001,2015-03-28,454862,N,ES,H,27,2004-01-23, 0,138.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,176823.84,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1664061,1256364,2015-03-28,549945,N,ES,H,59,2005-08-19, 0,119.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664114,1260666,2015-03-28,571032,N,ES,V,30,2005-10-21, 0,117.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,277858.29,03 - UNIVERSITARIO,3,4,3,4,ind_recibo_ult1,Added
1664119,1312502,2015-03-28,503227,N,ES,H,39,2004-11-22, 0,128.0,1.0,UNKNOWN,1,I,S,S,UNKNOWN,KFC,N,PONTEVEDRA,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664127,1256846,2015-03-28,555532,N,ES,H,41,2005-09-12, 0,118.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,271599.87,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664174,1263999,2015-03-28,532729,N,ES,V,37,2005-05-12, 0,122.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,115199.64,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664217,1272401,2015-03-28,538142,N,ES,V,40,2005-06-22, 0,121.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,119419.2,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1664257,1525044,2015-03-28,404646,N,ES,H,39,2003-02-01, 0,150.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,119518.14,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664260,1272932,2015-03-28,621587,N,ES,H,45,2006-06-14, 0,109.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,230707.44,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664378,1543344,2015-03-28,250930,N,ES,V,91,2001-06-04, 0,169.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,0.0,86255.52,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664384,1553283,2015-03-28,327729,N,ES,H,60,2002-04-09, 0,161.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,152642.16,01 - TOP,3,4,3,4,ind_recibo_ult1,Dropped
1664417,1283401,2015-03-28,590297,N,ES,V,40,2006-01-17, 0,114.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAQ,N,MADRID,1.0,68057.91,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664473,1771513,2015-03-28,930841,N,ES,V,38,2011-08-09, 0,47.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,LERIDA,1.0,76347.45,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664488,1560521,2015-03-28,283615,N,ES,H,39,2002-01-10, 0,162.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,72909.33,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664493,1253633,2015-03-28,556016,N,ES,V,50,2005-09-13, 0,118.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,126264.84,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664536,1597234,2015-03-28,1238401,N,ES,V,21,2014-01-16, 0,18.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,JAEN,0.0,101777.58,03 - UNIVERSITARIO,3,4,3,4,ind_recibo_ult1,Dropped
1664596,1539495,2015-03-28,240737,N,ES,H,41,2001-04-17, 0,171.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,83262.15,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664615,1739673,2015-03-28,975235,N,ES,V,37,2011-11-08, 0,44.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAZ,N,MADRID,1.0,135477.96,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1664643,1785150,2015-03-28,957187,N,ES,H,26,2011-10-08, 0,45.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,PONTEVEDRA,1.0,95463.3,03 - UNIVERSITARIO,3,4,3,4,ind_recibo_ult1,Added
1664694,1741091,2015-03-28,977359,N,ES,V,53,2011-11-11, 0,44.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,119235.39,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1664712,1427314,2015-03-28,150392,N,ES,H,50,2005-06-22, 0,188.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,151374.93,01 - TOP,3,4,3,4,ind_recibo_ult1,Dropped
1664713,1740909,2015-03-28,976772,N,ES,V,32,2011-11-10, 0,44.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,232539.21,03 - UNIVERSITARIO,3,4,3,4,ind_recibo_ult1,Dropped
1664728,1427015,2015-03-28,149505,N,ES,V,50,1999-11-16, 0,188.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KAT,N,MADRID,1.0,211726.8,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1665068,1745283,2015-03-28,1014864,N,ES,H,24,2012-05-08, 0,38.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,423018.3,03 - UNIVERSITARIO,3,4,3,4,ind_recibo_ult1,Added
1665088,1437554,2015-03-28,218017,N,ES,V,41,2001-11-02, 0,165.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,181597.11,01 - TOP,3,4,3,4,ind_recibo_ult1,Added
1665108,1402429,2015-03-28,713477,N,ES,H,37,2007-08-23, 0,95.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,0.0,115717.17,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665149,1416146,2015-03-28,172343,N,ES,V,50,2000-04-12, 0,183.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,118166.49,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665169,1423589,2015-03-28,129412,N,ES,V,47,1999-04-26, 0,195.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAS,N,MADRID,1.0,107832.21,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665198,1419829,2015-03-28,169354,N,ES,H,54,2000-03-25, 0,184.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAY,N,MADRID,1.0,79065.87,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665217,1423049,2015-03-28,131017,N,ES,V,42,1999-05-10, 0,194.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,116809.05,01 - TOP,3,4,3,4,ind_recibo_ult1,Added
1665218,1423113,2015-03-28,129103,N,ES,V,42,1999-04-22, 0,195.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,54252.54,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1665240,1421631,2015-03-28,139918,N,ES,V,69,2000-03-21, 0,184.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAS,N,MADRID,1.0,99832.47,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1665260,1422911,2015-03-28,130905,N,ES,H,45,1999-05-10, 0,194.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,247895.22,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665266,1726840,2015-03-28,982607,N,ES,V,39,2011-11-21, 0,44.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,MADRID,1.0,45674.7,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665357,1788094,2015-03-28,953242,N,ES,V,23,2011-10-03, 0,45.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,134896.83,03 - UNIVERSITARIO,3,4,3,4,ind_recibo_ult1,Dropped
1665406,1681480,2015-03-28,1376035,N,ES,H,25,2015-01-14, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHL,N,MADRID,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Dropped
1665433,1441033,2015-03-28,188971,N,ES,H,45,2000-08-23, 0,179.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,95108.43,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665467,1276915,2015-03-28,615080,N,ES,V,36,2006-05-22, 0,110.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,424531.26,01 - TOP,3,4,3,4,ind_recibo_ult1,Dropped
1665557,1551425,2015-03-28,307797,N,ES,V,35,2001-12-14, 0,163.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KCB,N,MADRID,1.0,50918.07,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665632,1550247,2015-03-28,312799,N,ES,H,43,2002-01-03, 0,208.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,114962.19,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
1665765,1670089,2015-03-28,1382618,N,ES,V,52,2015-02-16, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,137170.47,02 - PARTICULARES,3,4,3,4,ind_recibo_ult1,Added
